transaction_id,amount,transaction_hour,transaction_day,merchant_category,payment_method,device_type,customer_age,account_age_days,previous_transactions,failed_attempts,transactions_last_24h,average_transaction_amount,distance_from_usual_location,is_new_device,is_international,ip_risk_score,velocity_score,previous_fraud_count,fraud_label
TXN104590,3621.02,14,0,entertainment,emi,pos,57,843,29,0,1,1885.46,4.88,1,0,8.97,19.73,1,0
TXN104591,885.08,10,3,education,card,mobile,20,2135,31,2,1,606.46,23.07,0,0,0.0,0.72,0,0
TXN104592,1115.5,5,6,electronics,wallet,tablet,22,2247,29,0,4,456.78,32.12,1,0,15.44,20.18,0,0
TXN104593,107.88,22,3,fashion,wallet,desktop,59,2445,32,0,0,187.23,29.51,1,0,26.45,12.58,1,0
TXN104594,311.02,5,2,entertainment,emi,desktop,53,3221,24,1,2,470.77,8.6,0,0,38.42,20.52,0,0
TXN104595,9254.56,16,3,entertainment,upi,tablet,20,281,22,0,0,4915.93,0.3,1,0,17.56,0.0,0,0
TXN104596,648.99,12,6,education,emi,pos,69,194,31,1,1,2769.81,18.67,0,0,4.48,18.16,0,0
TXN104597,64.92,18,5,fashion,upi,desktop,18,1679,23,0,1,267.04,10.27,0,0,33.79,12.24,0,0
TXN104598,229.32,8,5,fashion,upi,mobile,72,1883,32,0,1,211.74,11.59,0,0,63.3,11.01,0,0
TXN104599,1562.7,22,3,food_delivery,emi,desktop,59,2765,24,0,1,1741.08,9.14,0,0,26.25,11.33,0,0
TXN104600,190.6,16,1,utilities,netbanking,tablet,74,828,23,0,1,262.53,14.78,0,1,18.47,44.32,0,0
TXN104601,374.65,17,6,gaming,card,mobile,72,1661,28,0,1,474.84,20.09,0,0,37.61,16.69,0,0
TXN104602,186.51,8,5,education,upi,pos,35,2231,27,0,3,443.72,8.14,0,0,26.09,13.29,0,0
TXN104603,1459.03,13,1,healthcare,emi,pos,61,2396,17,1,4,1587.64,8.75,0,0,8.11,21.88,0,0
TXN104604,1497.21,20,4,grocery,emi,mobile,30,1982,24,0,2,742.69,27.69,0,1,0.0,9.07,0,0
TXN104605,299.02,1,1,travel,upi,pos,44,2155,34,1,0,116.03,3.73,0,0,47.29,7.07,0,0
TXN104606,477.53,20,3,electronics,netbanking,desktop,31,599,29,0,3,456.69,24.93,0,0,19.7,23.36,0,0
TXN104607,614.82,6,0,education,wallet,pos,45,1696,24,0,2,1063.48,10.69,0,0,29.63,16.16,0,0
TXN104608,265.45,21,1,entertainment,upi,mobile,67,1977,26,0,0,405.04,46.47,0,0,17.5,18.12,0,0
TXN104609,223.76,14,1,grocery,card,mobile,42,289,27,1,0,651.85,9.04,0,0,30.24,7.47,0,0
TXN104610,2131.03,17,2,entertainment,wallet,pos,23,3535,24,0,2,1250.94,1.82,0,1,18.01,0.0,0,0
TXN104611,125.78,20,2,fashion,netbanking,desktop,36,2311,27,0,3,124.04,1.42,0,0,17.77,21.61,0,0
TXN104612,294.79,2,3,travel,wallet,tablet,62,2620,43,0,2,276.19,20.94,0,0,18.48,0.0,0,0
TXN104613,1952.43,20,0,grocery,wallet,tablet,47,1951,30,0,0,5419.2,0.22,0,0,0.0,25.4,1,0
TXN104614,534.67,21,5,education,card,tablet,49,3397,20,0,0,477.15,11.58,1,0,10.76,28.7,0,0
TXN104615,1180.99,6,3,travel,upi,mobile,42,21,23,1,4,665.36,41.08,0,0,30.6,10.9,0,0
TXN104616,290.16,16,0,travel,netbanking,desktop,34,3497,21,0,1,568.14,2.62,1,0,54.99,43.03,0,0
TXN104617,356.23,13,0,utilities,wallet,mobile,52,755,25,0,2,332.12,3.77,0,0,36.9,8.52,0,0
TXN104618,346.2,13,6,electronics,upi,desktop,54,3228,24,0,3,293.11,1.44,0,0,8.61,13.5,0,0
TXN104619,1272.01,5,3,gaming,netbanking,tablet,69,225,28,1,1,1223.01,5.09,0,0,18.09,37.14,0,0
TXN104620,794.54,20,2,travel,card,tablet,53,1142,21,0,0,1364.75,1.68,0,0,47.95,17.63,0,0
TXN104621,254.7,2,6,electronics,wallet,desktop,74,2081,21,1,0,425.8,12.87,0,0,0.0,18.56,0,0
TXN104622,1286.05,21,1,fashion,wallet,mobile,65,2400,13,0,1,475.73,32.73,1,0,26.6,12.1,0,0
TXN104623,842.08,5,1,fashion,netbanking,pos,22,56,24,0,2,506.14,0.48,0,0,25.26,12.58,0,0
TXN104624,92.45,8,2,fashion,wallet,tablet,40,1310,26,1,2,91.22,16.49,1,0,24.29,8.93,0,0
TXN104625,1511.1,8,6,education,emi,desktop,39,3074,29,0,5,844.21,24.02,0,0,0.0,20.77,0,0
TXN104626,240.44,11,5,fashion,wallet,tablet,18,669,25,1,3,260.22,4.89,0,0,36.64,29.22,0,0
TXN104627,4215.02,2,1,utilities,wallet,tablet,28,3458,26,0,0,2108.44,8.85,0,0,9.12,11.36,0,0
TXN104628,715.79,19,6,food_delivery,emi,pos,61,2592,24,0,2,880.42,3.78,0,0,24.31,10.73,0,0
TXN104629,443.88,22,3,entertainment,upi,mobile,38,3560,24,1,3,443.29,10.22,0,0,0.0,0.0,0,0
TXN104630,2311.24,4,4,entertainment,netbanking,mobile,26,3297,24,0,0,826.41,34.5,0,0,23.54,13.79,0,0
TXN104631,860.69,5,1,travel,card,tablet,34,827,20,0,1,2011.73,19.97,0,0,2.91,7.07,0,0
TXN104632,547.24,22,3,education,upi,mobile,33,3435,29,0,2,77.11,12.11,0,0,39.19,0.0,0,0
TXN104633,1213.76,14,1,utilities,emi,tablet,27,1807,27,0,3,991.58,6.7,0,0,0.0,17.34,0,0
TXN104634,291.99,1,2,grocery,netbanking,tablet,23,944,31,0,3,168.88,41.21,0,0,23.09,15.26,0,0
TXN104635,1118.33,15,6,grocery,upi,pos,61,3252,26,0,2,847.86,27.16,0,0,26.46,26.78,0,0
TXN104636,2429.28,3,6,fashion,emi,tablet,64,1717,23,1,4,2395.62,5.78,0,0,22.11,29.6,0,0
TXN104637,819.96,22,5,electronics,card,pos,46,2509,27,1,2,500.72,17.65,0,0,51.38,1.2,0,0
TXN104638,1808.98,2,5,electronics,emi,mobile,53,2227,17,0,2,1273.21,15.77,0,0,5.6,0.0,1,0
TXN104639,791.65,19,2,entertainment,wallet,pos,70,1091,16,1,2,938.37,2.71,0,0,25.32,0.0,0,0
TXN104640,2382.19,12,6,electronics,netbanking,tablet,66,3587,26,0,2,816.75,6.0,0,0,26.65,11.91,0,0
TXN104641,579.47,7,1,gaming,wallet,pos,19,3044,31,0,2,543.79,6.05,0,0,24.63,4.53,0,0
TXN104642,165.66,8,1,healthcare,upi,tablet,72,1932,27,1,2,295.36,14.28,0,0,37.6,27.59,0,0
TXN104643,335.97,16,2,electronics,netbanking,desktop,21,2095,30,1,2,806.97,1.15,1,0,20.27,7.79,0,0
TXN104644,733.55,9,5,utilities,netbanking,mobile,19,254,18,0,0,1009.14,13.08,0,0,6.62,1.94,0,0
TXN104645,1638.63,12,4,food_delivery,wallet,desktop,40,2664,17,0,2,1343.18,12.24,0,0,31.64,8.6,0,0
TXN104646,1959.77,12,4,entertainment,emi,mobile,60,3320,22,0,1,543.13,1.31,0,0,9.34,27.97,0,0
TXN104647,506.41,3,2,food_delivery,card,pos,22,3538,17,0,3,628.86,65.97,1,0,43.89,10.1,0,0
TXN104648,2441.1,11,4,fashion,upi,tablet,34,2044,16,0,1,984.95,8.69,0,0,14.92,24.66,0,0
TXN104649,497.07,9,1,travel,upi,pos,32,3640,22,1,2,1671.31,22.54,0,0,14.82,8.39,0,0
TXN104650,238.36,10,3,entertainment,wallet,mobile,40,2914,16,0,3,471.18,1.61,0,0,4.69,14.44,0,0
TXN104651,202.97,9,0,utilities,netbanking,tablet,74,1843,25,0,0,387.3,6.32,0,0,7.98,1.36,0,0
TXN104652,10086.59,16,6,electronics,netbanking,desktop,36,2921,14,0,1,2504.1,8.11,0,0,5.19,31.0,0,0
TXN104653,159.35,8,5,education,emi,mobile,29,572,28,0,1,299.84,6.17,1,0,13.94,1.82,0,0
TXN104654,450.16,3,3,grocery,upi,pos,24,2466,27,0,2,302.99,0.94,0,0,14.94,31.55,0,0
TXN104655,12104.05,14,6,fashion,upi,tablet,29,2261,31,0,5,2099.15,29.23,0,0,9.66,22.07,0,0
TXN104656,378.35,5,4,gaming,wallet,pos,25,1800,28,1,0,272.32,13.61,1,0,39.66,33.26,0,0
TXN104657,1778.7,15,3,gaming,card,tablet,50,2350,20,3,1,1101.91,19.45,0,0,6.99,27.99,0,0
TXN104658,481.44,11,3,gaming,netbanking,tablet,41,3110,26,1,4,775.35,5.87,0,0,29.97,24.36,0,0
TXN104659,495.43,3,6,entertainment,emi,desktop,46,2088,28,0,3,281.67,4.74,0,0,28.28,7.57,0,0
TXN104660,696.82,17,1,utilities,card,mobile,65,1384,31,0,0,427.38,10.38,0,0,29.06,17.9,0,0
TXN104661,1723.75,23,6,utilities,upi,tablet,51,1541,32,1,0,3668.07,1.84,0,0,0.0,0.0,0,0
TXN104662,1249.05,13,2,travel,card,desktop,26,2074,27,0,0,2543.76,6.76,0,0,0.0,29.04,0,0
TXN104663,1543.55,3,5,grocery,netbanking,pos,39,2123,18,0,1,2328.2,10.82,0,0,16.35,11.5,0,0
TXN104664,2656.14,10,3,electronics,upi,desktop,35,1145,25,0,1,6522.95,45.81,0,0,7.11,15.54,0,0
TXN104665,3597.88,13,4,food_delivery,netbanking,tablet,65,1949,26,1,0,3268.07,15.01,0,0,44.9,7.17,0,0
TXN104666,3491.88,12,5,electronics,card,desktop,35,1050,30,0,1,3352.22,10.9,0,0,33.98,22.14,0,0
TXN104667,888.53,14,6,food_delivery,wallet,mobile,25,3448,21,1,1,1059.24,7.42,0,0,37.47,27.85,0,0
TXN104668,378.03,8,3,travel,netbanking,pos,59,1951,27,0,2,642.2,6.01,0,0,10.67,9.45,0,0
TXN104669,797.38,10,3,education,netbanking,pos,42,3057,22,0,2,427.9,28.31,0,0,22.62,0.0,0,0
TXN104670,631.18,0,0,entertainment,netbanking,tablet,23,1385,21,0,1,234.26,8.38,0,0,19.08,15.48,0,0
TXN104671,2386.09,22,6,gaming,emi,tablet,57,1437,27,0,1,910.16,10.12,1,0,26.16,20.42,0,0
TXN104672,527.8,15,4,fashion,card,desktop,29,1053,27,0,2,1252.35,1.24,0,0,39.1,7.6,0,1
TXN104673,267.54,6,4,fashion,emi,pos,67,2084,30,0,0,689.53,8.43,0,0,21.47,4.33,0,0
TXN104674,1670.76,0,4,education,wallet,pos,65,2249,21,0,2,867.18,7.02,0,1,12.21,25.04,0,0
TXN104675,782.54,13,0,entertainment,netbanking,pos,39,2066,24,2,0,944.72,92.4,0,0,33.2,36.37,0,0
TXN104676,196.45,20,2,fashion,netbanking,tablet,49,3055,28,0,0,364.72,0.83,0,0,28.95,25.25,0,0
TXN104677,1027.97,6,2,electronics,netbanking,mobile,50,1864,24,0,2,701.65,6.94,1,0,24.71,20.57,0,0
TXN104678,248.72,13,3,gaming,wallet,tablet,55,2996,29,1,1,420.95,30.91,0,0,13.59,17.34,0,0
TXN104679,648.67,10,6,education,netbanking,desktop,21,212,32,1,0,753.23,0.66,0,0,4.89,21.22,0,0
TXN104680,202.36,14,6,fashion,netbanking,tablet,36,1314,26,0,3,1034.08,2.17,0,0,0.0,17.25,0,0
TXN104681,1488.14,22,1,education,wallet,tablet,27,2601,23,0,4,1160.46,13.75,0,0,24.79,0.0,0,0
TXN104682,374.03,19,2,food_delivery,emi,mobile,57,1400,38,1,0,647.66,3.01,0,0,12.08,16.63,0,0
TXN104683,1002.0,3,1,utilities,wallet,desktop,21,2669,21,0,1,1412.37,1.19,0,0,24.83,8.69,0,0
TXN104684,622.59,6,6,entertainment,upi,mobile,47,2160,26,0,0,480.53,6.1,0,0,7.84,14.97,0,0
TXN104685,95.46,11,4,electronics,wallet,desktop,59,1767,33,0,0,434.98,11.43,0,0,21.44,9.99,0,0
TXN104686,96.18,22,2,utilities,emi,tablet,72,2036,26,0,1,278.94,17.7,0,0,29.73,11.36,0,0
TXN104687,764.98,1,6,electronics,netbanking,tablet,34,3290,25,0,1,1115.88,7.08,0,0,0.0,25.15,0,0
TXN104688,209.9,18,3,food_delivery,emi,tablet,18,2477,34,0,2,620.21,0.65,0,1,0.0,0.0,0,0
TXN104689,1817.06,9,6,utilities,netbanking,pos,59,3591,21,0,4,711.63,16.82,0,0,29.88,10.55,0,0
TXN104690,316.68,6,2,gaming,card,pos,18,350,28,0,1,319.45,16.52,0,0,42.53,18.15,0,0
TXN104691,1070.8,11,3,entertainment,netbanking,tablet,21,2967,27,2,0,1431.02,7.47,1,0,2.61,15.89,0,0
TXN104692,193.07,8,4,gaming,emi,pos,74,3253,31,1,2,556.5,11.1,0,0,11.03,29.12,0,0
TXN104693,722.35,8,2,fashion,netbanking,tablet,67,3386,24,1,2,315.53,38.24,0,0,19.09,0.78,0,0
TXN104694,236.34,22,0,grocery,upi,pos,58,1968,20,0,2,460.71,1.73,0,0,19.34,34.81,0,0
TXN104695,1462.79,13,0,education,card,tablet,65,1779,24,1,3,609.94,16.1,0,0,36.13,0.0,0,0
TXN104696,2805.91,11,4,entertainment,card,desktop,22,2130,18,1,0,1890.11,3.93,0,0,16.2,9.8,0,0
TXN104697,2881.56,6,5,travel,card,tablet,23,3337,27,1,0,1274.6,9.62,0,0,21.74,8.75,0,0
TXN104698,71.68,21,5,healthcare,netbanking,mobile,35,3163,35,0,0,200.88,1.19,1,0,28.29,42.53,1,0
TXN104699,1749.53,9,6,fashion,card,desktop,19,3412,13,0,1,611.46,3.17,0,0,0.0,11.54,0,0
TXN104700,201.99,14,0,food_delivery,wallet,pos,68,3537,27,0,0,720.17,3.98,0,0,23.71,16.83,0,0
TXN104701,540.5,23,6,food_delivery,netbanking,mobile,21,2276,22,0,2,719.93,24.06,1,0,18.76,0.0,0,0
TXN104702,270.31,22,3,travel,emi,tablet,49,946,22,2,2,240.01,30.42,0,0,30.21,0.0,0,0
TXN104703,447.96,19,3,entertainment,upi,tablet,66,550,21,0,1,416.69,2.21,0,0,48.87,0.0,0,0
TXN104704,257.42,4,6,utilities,netbanking,desktop,59,3276,19,1,1,376.66,12.47,0,0,5.61,16.73,0,0
TXN104705,810.22,2,4,electronics,wallet,desktop,31,556,21,0,2,396.62,1.77,0,0,0.0,14.56,0,0
TXN104706,1287.58,12,0,electronics,netbanking,tablet,44,257,26,0,2,416.02,1.8,0,0,0.0,10.03,0,0
TXN104707,605.82,2,4,education,upi,tablet,49,1724,26,1,2,374.05,23.56,1,0,5.5,0.0,0,0
TXN104708,624.08,6,6,travel,upi,mobile,61,2712,25,0,2,1240.67,0.65,0,0,37.55,3.95,0,0
TXN104709,170.71,0,6,education,card,desktop,42,2685,25,0,3,147.57,11.82,0,0,18.11,0.0,0,0
TXN104710,5192.38,17,1,travel,wallet,mobile,34,928,29,0,1,3277.19,4.56,0,0,8.91,21.29,0,0
TXN104711,1178.0,16,4,travel,upi,desktop,63,1830,21,0,0,993.07,17.76,0,0,8.81,25.18,0,0
TXN104712,360.93,5,0,education,upi,tablet,68,3264,33,0,4,1183.36,40.59,0,0,14.94,4.33,0,0
TXN104713,228.3,8,6,travel,wallet,tablet,45,2919,32,1,1,396.43,15.88,0,0,0.0,24.44,1,0
TXN104714,486.09,9,0,entertainment,card,pos,19,3346,14,1,3,306.27,18.35,1,0,13.53,26.91,0,0
TXN104715,103.95,14,5,grocery,upi,desktop,46,2809,21,0,0,91.56,23.26,0,0,32.91,20.34,0,0
TXN104716,543.06,0,6,education,card,pos,68,333,20,0,2,486.74,4.75,0,0,21.04,27.99,0,0
TXN104717,539.07,16,1,healthcare,netbanking,pos,74,743,25,0,2,789.3,35.85,1,0,30.16,9.08,0,0
TXN104718,249.6,0,4,fashion,upi,mobile,40,617,21,1,1,544.5,10.97,0,0,25.21,11.46,1,0
TXN104719,402.68,6,4,gaming,netbanking,tablet,26,485,22,1,0,659.8,24.19,0,0,30.26,0.75,0,0
TXN104720,706.95,8,1,gaming,netbanking,tablet,50,3133,26,0,1,696.27,1.43,0,0,0.0,0.0,0,0
TXN104721,853.01,8,4,education,wallet,desktop,65,2576,26,0,2,1473.33,27.41,1,0,26.8,10.5,0,0
TXN104722,884.51,21,1,electronics,card,pos,71,3335,26,0,1,3487.43,2.04,0,1,27.08,17.55,0,0
TXN104723,404.72,17,2,grocery,netbanking,pos,20,1170,23,0,1,536.22,27.93,0,0,27.46,33.28,0,0
TXN104724,535.95,9,2,electronics,wallet,pos,34,3576,28,0,5,1027.2,13.88,0,0,19.79,0.0,1,0
TXN104725,88.49,21,3,grocery,netbanking,pos,45,3399,34,0,1,117.74,10.32,0,0,38.03,16.09,0,0
TXN104726,483.09,20,4,food_delivery,wallet,mobile,23,387,40,0,0,205.05,34.95,0,0,24.38,0.0,0,0
TXN104727,446.56,7,3,education,emi,tablet,68,3170,30,0,0,309.14,3.81,0,0,16.71,0.0,0,0
TXN104728,170.41,8,3,grocery,upi,tablet,24,405,28,0,1,126.78,5.04,0,0,0.29,34.19,0,0
TXN104729,758.6,21,2,travel,emi,desktop,55,1647,24,0,1,671.95,0.53,0,0,7.33,15.2,0,0
TXN104730,274.08,11,4,travel,card,tablet,70,660,21,0,1,448.64,1.32,0,1,26.52,20.07,0,0
TXN104731,409.89,3,0,travel,wallet,desktop,57,2119,17,0,1,715.04,26.07,0,0,25.7,10.24,0,0
TXN104732,2361.34,20,3,grocery,netbanking,tablet,61,65,25,0,2,1378.84,33.97,0,1,6.04,24.5,0,0
TXN104733,3110.3,10,6,gaming,upi,desktop,33,3092,26,0,1,1438.26,28.08,0,0,15.62,17.54,0,0
TXN104734,151.49,20,0,travel,netbanking,pos,65,1739,18,0,2,215.53,10.7,0,0,21.49,22.85,0,0
TXN104735,492.02,9,0,travel,card,desktop,41,3180,23,2,2,466.8,1.19,0,0,26.58,27.26,0,0
TXN104736,767.57,19,3,education,netbanking,mobile,21,1582,20,1,2,406.85,8.01,0,0,13.25,22.47,0,0
TXN104737,706.97,4,3,education,netbanking,mobile,38,2033,25,0,2,346.52,19.18,0,0,29.36,18.13,0,0
TXN104738,47.69,7,2,food_delivery,wallet,pos,37,2694,34,2,1,260.63,8.69,0,0,33.24,29.46,0,0
TXN104739,2269.58,0,5,education,upi,mobile,47,3547,27,0,4,490.45,9.02,1,0,26.48,31.73,0,1
TXN104740,2214.39,0,5,healthcare,netbanking,tablet,33,1366,23,0,3,1529.31,28.61,0,0,32.71,21.26,1,0
TXN104741,292.41,4,0,education,card,mobile,44,1902,21,1,1,694.81,5.08,0,0,28.7,20.76,0,0
TXN104742,1325.39,20,4,gaming,emi,desktop,42,1184,18,0,1,1317.97,41.04,0,0,25.95,20.87,0,0
TXN104743,609.76,8,5,electronics,upi,desktop,36,151,23,0,4,1180.42,12.51,0,0,0.0,0.0,0,0
TXN104744,767.77,14,5,electronics,card,tablet,57,3186,22,0,0,503.43,16.15,0,0,32.98,20.64,1,0
TXN104745,176.52,10,0,gaming,emi,mobile,35,2054,29,0,2,203.64,8.32,0,0,26.04,21.65,0,0
TXN104746,386.15,22,6,education,emi,mobile,61,1359,21,0,1,93.51,35.85,0,0,43.02,20.08,0,0
TXN104747,100.23,18,1,utilities,emi,mobile,32,2836,26,0,1,170.92,11.34,0,0,19.78,30.65,0,0
TXN104748,159.3,19,4,electronics,emi,tablet,67,2988,25,0,2,198.54,39.28,0,0,19.8,0.0,0,0
TXN104749,4048.19,13,5,healthcare,wallet,tablet,38,3595,28,2,1,2684.74,2.51,0,0,12.14,11.01,0,0
TXN104750,405.36,2,0,entertainment,emi,mobile,20,1594,26,1,4,461.58,26.0,0,0,46.96,0.0,0,0
TXN104751,351.55,17,0,electronics,wallet,desktop,26,385,31,1,2,192.67,2.25,0,0,18.09,6.3,0,0
TXN104752,328.41,14,1,grocery,netbanking,pos,63,1771,27,0,2,734.19,12.51,0,0,0.0,14.13,0,0
TXN104753,120.27,9,3,gaming,upi,tablet,67,1608,28,0,1,155.56,35.16,0,0,16.45,1.36,1,0
TXN104754,469.48,0,5,travel,emi,mobile,30,758,25,1,2,154.25,0.18,0,0,3.62,5.99,0,0
TXN104755,1549.29,23,4,food_delivery,wallet,pos,52,2141,23,0,1,1171.07,27.19,0,0,16.21,2.82,0,0
TXN104756,1182.12,16,2,electronics,upi,mobile,50,1512,24,0,1,1927.68,2.4,0,0,8.55,12.93,0,0
TXN104757,548.71,22,1,utilities,card,mobile,25,3217,13,0,4,262.6,49.11,0,0,23.48,0.0,0,0
TXN104758,716.66,0,4,electronics,upi,tablet,43,175,25,2,1,624.92,21.61,0,0,36.09,5.93,0,0
TXN104759,44.62,23,3,entertainment,netbanking,desktop,57,2613,16,0,2,244.3,12.63,0,0,21.0,14.77,0,0
TXN104760,1234.94,7,4,travel,upi,pos,73,2197,29,0,2,1758.11,30.52,1,0,25.43,25.64,0,0
TXN104761,7010.68,11,3,gaming,netbanking,pos,66,844,29,0,2,1303.56,12.76,0,0,7.6,15.29,0,0
TXN104762,351.6,4,3,healthcare,emi,desktop,23,1287,26,0,1,1035.33,4.38,0,0,34.61,21.68,0,0
TXN104763,296.88,9,1,utilities,upi,mobile,31,3136,22,0,1,173.22,6.21,0,0,4.38,16.69,0,0
TXN104764,531.37,8,3,electronics,emi,mobile,42,1329,19,1,2,529.97,36.72,0,0,24.42,33.05,0,0
TXN104765,3923.62,14,3,education,netbanking,tablet,26,2424,27,0,0,2456.21,28.36,0,0,27.64,14.78,0,0
TXN104766,1742.32,20,4,healthcare,netbanking,mobile,50,1871,20,0,2,715.65,0.41,0,0,35.85,12.43,0,0
TXN104767,4328.86,16,4,grocery,wallet,tablet,18,3267,30,0,1,3715.01,38.81,0,0,17.09,27.6,0,0
TXN104768,1881.53,17,4,education,emi,mobile,24,2411,19,0,1,1048.28,4.9,0,0,31.38,8.19,1,0
TXN104769,425.6,21,5,grocery,upi,pos,20,3045,15,0,2,221.34,1.61,0,0,27.47,25.04,0,0
TXN104770,115.11,8,1,gaming,netbanking,desktop,34,3298,20,0,1,402.51,17.43,0,0,33.03,13.57,0,0
TXN104771,433.56,12,2,education,card,tablet,61,472,19,0,1,190.05,0.14,0,0,32.13,0.0,0,0
TXN104772,1548.21,18,0,healthcare,card,desktop,28,3043,31,0,0,2323.93,8.08,0,0,12.66,19.25,0,0
TXN104773,652.33,11,5,grocery,emi,desktop,74,3505,22,0,0,738.63,4.1,0,0,19.26,30.19,0,0
TXN104774,1520.78,10,1,food_delivery,netbanking,tablet,33,133,19,1,2,1100.65,4.48,0,0,49.87,9.8,0,1
TXN104775,567.89,16,1,travel,netbanking,tablet,20,1658,27,1,1,1471.76,5.14,0,0,8.44,40.63,0,0
TXN104776,395.98,1,5,entertainment,wallet,tablet,37,930,18,0,1,374.91,7.61,0,0,14.71,29.28,0,0
TXN104777,144.34,8,2,electronics,card,tablet,60,3586,30,0,1,221.33,7.67,0,0,45.68,7.6,0,0
TXN104778,1317.6,15,0,entertainment,card,tablet,24,1285,20,0,2,3257.54,9.25,0,0,14.69,22.14,0,0
TXN104779,1123.48,14,5,utilities,card,mobile,22,683,31,0,1,446.37,4.17,1,0,27.36,34.65,0,0
TXN104780,292.35,14,2,electronics,upi,tablet,66,349,23,1,1,642.02,6.14,1,0,13.81,25.43,0,0
TXN104781,781.71,19,5,utilities,netbanking,desktop,51,2895,23,0,1,677.32,1.68,0,0,12.18,36.67,0,0
TXN104782,1349.67,8,3,entertainment,upi,desktop,37,215,29,0,0,1381.95,11.53,1,1,0.0,14.97,0,0
TXN104783,292.51,0,6,healthcare,emi,pos,61,1113,20,0,2,187.18,19.06,0,0,16.67,5.73,1,0
TXN104784,485.51,10,6,education,wallet,desktop,66,2023,25,0,1,1401.67,0.47,0,0,29.4,20.87,0,0
TXN104785,772.52,23,5,travel,wallet,desktop,38,164,30,0,1,2055.3,22.37,0,0,17.25,19.72,1,0
TXN104786,949.02,2,2,food_delivery,emi,tablet,49,638,20,1,2,416.15,14.68,0,0,11.08,11.41,0,0
TXN104787,130.29,4,4,healthcare,netbanking,desktop,18,3628,29,0,2,234.35,10.12,0,0,37.9,3.53,0,0
TXN104788,113.2,8,3,entertainment,upi,tablet,35,1671,24,0,0,166.35,4.65,0,0,0.0,19.26,0,0
TXN104789,1365.1,18,5,entertainment,emi,mobile,51,1108,22,2,3,1029.32,66.17,1,0,0.0,7.84,0,1
TXN104790,154.28,1,5,fashion,card,pos,29,3174,29,0,2,340.15,17.35,1,0,45.77,9.53,1,0
TXN104791,440.74,1,1,gaming,upi,pos,74,294,29,0,1,1094.5,21.64,0,0,38.29,0.0,0,0
TXN104792,3671.33,18,1,entertainment,netbanking,pos,73,964,29,1,0,1302.47,1.26,0,0,43.03,20.87,0,0
TXN104793,1269.85,8,4,grocery,netbanking,mobile,32,3140,17,1,4,879.07,9.7,0,0,0.0,21.41,0,0
TXN104794,4197.1,19,4,food_delivery,card,mobile,40,2748,28,1,1,1549.35,12.99,0,0,5.51,20.48,0,0
TXN104795,554.87,20,1,electronics,emi,desktop,28,1577,23,1,2,425.58,2.7,0,0,0.0,10.29,0,0
TXN104796,170.94,13,0,fashion,netbanking,mobile,46,3579,27,0,0,333.83,8.58,0,1,15.71,20.92,0,0
TXN104797,356.05,20,5,fashion,wallet,desktop,25,2104,33,0,1,598.34,7.41,0,0,21.1,20.44,1,0
TXN104798,351.64,22,4,education,netbanking,mobile,40,2720,23,0,0,706.21,35.9,0,0,19.48,5.1,0,0
TXN104799,234.7,12,0,utilities,wallet,tablet,49,3594,19,0,1,487.61,2.75,0,0,29.38,2.28,0,0
TXN104800,5987.69,21,5,travel,upi,tablet,52,1841,19,1,3,3446.83,11.63,1,0,14.78,5.04,0,0
TXN104801,120.25,11,6,electronics,wallet,pos,51,1755,27,0,3,139.56,22.58,0,0,42.27,2.44,1,0
TXN104802,859.63,4,6,entertainment,wallet,mobile,30,2422,21,0,0,896.56,19.79,0,0,20.72,18.82,0,0
TXN104803,197.71,13,2,entertainment,upi,pos,63,245,22,0,2,161.95,9.31,0,0,22.51,30.41,0,0
TXN104804,471.72,19,2,gaming,card,tablet,57,1565,29,0,2,679.44,27.76,0,0,50.3,0.66,0,0
TXN104805,2573.74,9,1,entertainment,card,pos,60,2523,28,1,3,1846.19,3.56,0,0,29.83,21.31,0,0
TXN104806,25.95,1,5,gaming,card,desktop,44,1383,23,0,2,82.5,7.23,0,0,24.67,11.78,0,0
TXN104807,358.21,3,6,utilities,netbanking,mobile,68,2593,21,0,1,805.27,6.22,1,0,21.15,7.5,0,0
TXN104808,536.33,17,3,entertainment,card,tablet,40,1472,23,0,1,920.43,7.31,0,0,15.55,26.27,0,0
TXN104809,693.36,13,3,utilities,emi,desktop,63,709,23,0,1,554.42,8.12,0,0,8.54,27.85,0,0
TXN104810,1849.63,8,3,education,upi,mobile,29,534,22,1,1,359.95,3.31,0,1,37.1,22.42,0,0
TXN104811,147.63,20,5,healthcare,wallet,tablet,32,1991,23,1,1,571.27,9.42,0,0,24.76,26.37,1,0
TXN104812,640.2,3,1,education,card,desktop,48,707,21,0,0,929.11,38.79,0,0,1.94,21.6,0,0
TXN104813,83.93,10,4,electronics,emi,tablet,49,1348,28,0,2,124.35,1.84,1,0,33.63,3.69,0,0
TXN104814,837.51,5,4,gaming,emi,pos,60,1898,31,0,2,536.07,12.99,0,0,30.29,0.0,0,0
TXN104815,1028.58,14,5,gaming,emi,mobile,34,183,25,0,0,752.99,6.52,0,0,16.68,7.75,0,0
TXN104816,3219.52,11,3,travel,netbanking,desktop,67,1535,20,0,0,1137.03,50.74,0,0,29.23,11.45,1,0
TXN104817,2477.33,10,1,fashion,upi,pos,36,1138,25,1,0,3706.82,1.3,0,0,0.0,20.57,0,0
